transaction_id,bank_id,customer_id,amount
dfea0555-77d2-4449-9822-792156260027,18,73,-7281.93
f94b4406-3a3e-4a13-90be-0475d82482de,33,1208,-7876.94
d3a15a97-4508-470a-bb4e-92f1e063d703,93,648,8884.8
9b94ec41-7996-428b-a99e-2c74c4487ff7,70,461,-6414.48
cde1260a-9301-4229-8b9b-b0abcb08bae7,22,211,-9459.96
11471437-f384-488a-bddc-303e855a0abe,106,800,4215.08
a8e1b8b6-499d-4371-b90f-cbff34f33946,6,934,-4316.6
f01f965c-8957-4c76-8520-4cb8aac2e0f8,72,162,-8283.81
ab4afbf4-bf36-4db4-a8cb-93b8f9dbc002,29,1278,3386.68
d7db2c61-a1db-42ae-8d8f-ea691874d9fa,89,225,-3686.9
0d194640-504c-43dc-b2e2-6c2cce3be597,17,1016,-6392.55
b8e424fc-2fa7-4f65-baad-55cc10c63d59,67,708,-9886.73
0bf7895d-60ee-48dd-8312-be9e1ae2bec0,115,1051,-8418.81
c0940a41-2f28-40c8-81af-ecb80c53b124,62,1034,-6992.89
ff115dd4-2a5a-4fcf-b214-197cd2a524be,49,2,9753.31
6d49fbe6-b695-427f-9533-a4b0cd115f97,31,1278,5998.71
3407a72d-1494-493a-a882-a9654f305ca6,78,1298,6155.06
45cd1902-690d-41cd-8e5d-bcfb3934a088,64,432,-7016.48
c43f9b73-651c-4bfb-b90a-a27f4258772e,91,279,-5492.63
ffa4fc51-9159-428d-9bd9-725654b03815,115,691,-316.99
7ea9fc6e-9b5b-40a1-bf0f-1c2257b828d3,70,326,-9518.56
747e0219-ca67-40a6-ac35-01962cd1f49f,54,811,6358.06
e4068322-63c2-4cc8-a828-5b17058f7921,11,1090,8205.91
a0c541de-5e3c-447f-a47f-1ff44c830e16,20,380,4493.94
9750817c-66ab-416d-97bb-acd2a08437a5,66,265,6863.4
f61dd50e-f16e-4455-8491-2b759db2c085,27,613,7299.06
079fc295-8a7c-4eac-9af0-50d013bbf04d,40,388,-5202.93
cfec101f-29c7-439e-b89c-dc88c3eac81a,113,85,4106.06
f5686a1a-6e8e-452f-ba35-99dcf7e43585,9,464,6907.23
ddcc536f-fd1e-4a54-8613-2f6462443c35,3,1239,-1957.7
10e166af-748c-4c58-a948-feae94aa221d,35,758,523.52
00012661-653e-4f1c-a5c1-4b5a476a36a1,56,1061,-6040.92
b20a6b87-9906-4662-bd10-287bddd0228a,41,375,-8420.75
3f80e4f8-8de2-4fe7-98db-281d00c1ddf7,36,445,-5160.21
df0ac462-ab14-422e-92dd-1c02fb6e899f,7,924,-8605.55
19b24fc2-f94a-4be1-9fd9-b46344e1e418,100,1087,-4417.83
4572bd11-d57c-47d0-9355-30bec1484c72,55,703,-3991.85
d5df3fc2-e467-414e-9df7-9f5e11a35ddb,74,187,1446.63
614fce65-0f06-4ece-81f0-28592e55e36c,76,741,5545.07
a61f0424-8a1f-491f-a46f-6b93ca172542,28,197,4778.54
b650df40-35ee-4060-ac8b-f08ce3e1eeb1,29,1137,3299.54
297f23b8-021d-464b-8569-e7fd90946d4f,67,81,835.01
ba1a6bb8-0e54-470e-a0f8-ab6f9bf24dec,107,89,-1640.62
8a208364-e38b-4e4d-a02a-ce2eab5e34f0,99,972,-6941.91
4dadf077-084e-4822-b1b8-b9b54ea041f7,40,271,9612.4
91d1b711-40a2-4311-9882-bc0a97944c13,90,334,-3956.27
6f659c70-9190-4d48-97c9-5cc508269ef5,81,885,3775.88
a4eceea6-30ce-40d6-aa28-ea2776179a65,71,954,-7533.33
3a92583d-f83f-49ff-bea4-796485a09c37,37,747,6667.96
503cc7f9-f6f4-4263-a54c-f37a86f8e5fd,9,1130,-4247.89
16a517b2-65a8-4e11-8b8f-9fa5ca71745a,92,749,4219.3
dc129cc3-e3fb-4637-a29e-b881ba85a3e4,57,1284,-9029.93
040b5405-f1a5-4867-ab55-5766648a27b5,113,678,8147.58
e3b21b4f-cca3-447d-9eb1-31c73040ae08,33,1179,8584.96
0d39a1f8-4811-4289-b09d-274b485bcd9e,98,893,-7052.02
8137da48-3640-418f-89a5-4ec4f250cc8c,103,958,-3734.86
051577bc-6278-433b-a8f4-f60d0ce39226,19,375,-1706.46
690b3bbd-f3a6-487d-9470-092169eab6d1,11,407,2540.57
5a72f411-c466-4869-bfbe-6c90ec18933e,78,724,3853.77
72e4b044-4de4-4480-852e-cc9f7b75234a,77,1190,5126.13
84cd2739-0bec-4937-b74a-fdb1e8d12102,75,96,-3039.08
34d17d1a-0670-4ce7-b944-aa75554b1181,90,391,9345.28
1db2220f-02d6-4438-aa35-b0b56ce0a33e,22,1346,9162.82
aeefcbce-5345-434c-8990-3768b31af69b,58,563,2590.48
bfeee661-0e18-4bd0-a93e-a0b8c4d14e60,14,92,9708.93
04257e2a-abd1-4db8-9f0e-a78a6c19f5bd,79,1018,-9289.69
86fb992f-1310-4d47-9290-2db87e20234c,31,20,-5323.28
3c8c43cf-13a8-49ea-bd82-7550ee60d1a4,47,357,6550.27
1f45a499-07c7-40c2-b9bd-dd84ee7e50e1,37,691,-3449.74
6424f38d-e40b-4400-8636-69493da81063,14,1135,1412.38
3d9cb27b-cda3-4c35-ac54-b10d782d267d,17,1245,9402.75
9d245e1c-34bc-4a8d-b462-5ffb139493f1,53,710,-389.22
a7770619-0779-4a69-ae38-4c469b224df5,27,1120,-2295.11
6d74cbf5-e579-49e0-a314-e995e36e9f22,87,1043,2263.09
1244115a-8023-4536-b719-280d3f29c4f6,73,906,1334.77
242efa73-0f36-4c67-b587-230761def160,106,741,145.08
9162c2f9-5f1f-4e46-802d-2850cdf804e5,20,422,-3211.73
0f33281e-8cc8-4ada-bf97-4482beafa9b0,59,1278,-3758.88
92421f5c-ae79-4049-b326-f5eda25610c7,10,227,-6763.24
03256bab-755a-49c0-b5d1-bc32ae740b68,101,1060,-5762.22
b562ad4f-51ce-4251-b702-047ea6014b6f,47,981,6209.16
b67e892a-02b2-4bd3-bacb-d4b222aa8b80,36,846,8921.54
9ec7c07d-208e-47b9-809b-452ec876085d,32,881,-832.78
cd578ca7-f867-4402-8126-f7760cc0b28f,35,255,3105.03
b7dded06-a30e-40db-a6d5-6ca84473b187,109,783,-6758.17
77785a04-8b39-4c62-8122-c2c444387c03,44,1113,3115.32
cc6c553a-eb70-45be-9e19-da04362d39be,81,83,-3945.39
0a85a94a-f378-4e46-90ac-e6cca6f03612,27,198,115.64
03bbebd6-b354-4576-9f0e-8f926ca49fc4,77,432,54.22
a21666f9-4d20-4a94-b37c-1ada8c0f0876,20,229,-3800.26
411e64bb-731e-4713-9d1e-039aa7b53a5d,32,1221,1413.16
6154c416-058d-4292-9821-f0803f07be99,1,774,-2434.87
7cb29584-2ab3-49cd-84f0-a0454d156b7c,3,623,-8569.34
b87a03a4-3305-44e5-962a-88d587a5d9f5,87,295,7406.08
794d0b2e-a22a-41e8-a9ba-3972ce23ed10,51,391,-6600.74
ff119c30-1c98-4a0a-aa3c-29241f2b100f,53,934,-682.41
b2addbde-d285-45ba-816b-37dd39ed6334,44,783,7535.78
3ad760d1-eac8-4249-8cb6-a62a9da59b4d,30,258,-3494.25
9937ca9a-2399-4546-81e1-126abdec99a4,47,559,7128.24
e6041020-3b5d-4665-b00a-37837ce66677,100,1047,260.87
4057a57f-c30f-41df-a5bd-8dcb07153fe0,29,23,-758.08
3647be00-ca6b-4a0a-9969-1a1f627c9fbc,86,1121,2820.26
bc2ec2a0-39c4-400f-a1f7-ee09ec7737c2,106,1072,7105.33
2814bfc7-28d1-4184-8e88-c98bc65ef585,7,1055,3641.84
493a722c-a30c-4c78-a822-216dba182814,92,903,-4406.63
d290b76e-5286-4e29-bc4a-8b53e3c599ed,115,37,6158.72
d4ec7b3e-2183-48f9-acfc-735ca58e02a4,69,940,5469.05
299d8c9b-eecf-4e8c-b9f2-79f1324ec534,102,1068,-6656.68
6d4e5a47-2b69-4d6d-b235-a5ca69d0eb54,5,10,-8076.07
10ac01e4-2eda-439f-8049-4c736ef2319e,101,651,3711.6
f1039c84-976b-4f38-aff9-3d26fed78934,39,948,-9304.99
08497296-1bb1-4730-8d04-00f525a99c47,23,647,-4499.12
4ea03cea-5f20-49c8-b219-3206ae6bbd77,54,798,8031.58
bc8292f4-82a6-47a5-8b17-5c148a718462,77,271,4903.11
21018893-7732-499c-9dea-9a1dd23389b7,106,672,-9671.69
e7a4be8e-13ce-4601-ad9a-7f22ec4a5396,76,29,4894.86
3844556a-d2c3-4d46-8a71-ad048212b4c7,50,117,-5389.99
84c16ab5-5d1c-4870-80a6-c364a8dce00b,43,822,2131.23
23b2b24a-f39d-4556-90da-1e7b3d21af1c,102,1043,-9021.19
81534e8e-4f3e-48c4-bb32-2bf7201628e6,115,1283,-1466.46
62c45da0-9110-4eb6-99ba-51cf142f5583,49,280,-6981.48
12565ead-cfd7-46b2-8121-f999231a009d,7,201,-2009.27
cddb6172-26a0-4a4a-9cfe-4944e608007d,49,1321,7761.89
229c528b-6a2a-476e-b8b9-b0d85807a1de,3,967,5655.39
06d05973-082a-412e-8bc3-880d64fa9352,27,802,-4928.14
0dc13576-c0e9-4bfa-897e-8122342d304d,68,838,-660.98
3de121f3-27f9-4a54-bfb0-3a738b661225,41,1188,-6153.94
0fe2d2c9-af33-4ca1-94bd-3e77414a50f0,84,312,-5317.54
057c2612-740b-43e6-9ae9-ecf2eef3027a,18,1027,6432.45
10518fca-8da0-442e-8aec-99a4eb159534,55,788,6976.0
251227d3-aa03-427c-a43c-695149a7152b,78,301,-3977.5
56d600f7-4f94-4b2d-aed8-7dade9682a47,93,1284,-8142.51
ad0c7551-dc9d-4aeb-8f99-8169590105f5,3,1306,2771.64
9c98512f-5e11-45ec-927e-dec3e401f630,66,992,3943.2
865b0185-3c7a-4c19-9da5-7ac485504109,105,1246,5821.21
79ddaa55-c50e-44b6-8560-ba9bd9b5a81b,65,192,-6147.85
26119225-58db-4099-acbc-4399dc5e36e2,19,511,9440.26
656f10f8-c9c5-4e3c-b1e0-0d010bbf7061,85,1150,3658.5
48a4475d-42ac-472e-bd52-18713bd17cc7,81,777,-7967.29
e5f76e2d-db5e-4f4c-a391-97ac1584e1c1,95,392,-6537.85
138da154-0740-45aa-ad89-1011759c8d60,63,822,9823.17
0651940b-552c-4a28-ac93-b8f6344963c9,98,1141,-6054.74
82c9ea6a-cefd-4c83-b5c8-88e8b384de19,70,124,2146.94
780bf21d-f3c9-42a6-879a-434f525a9599,51,90,4963.15
3f89aa73-a75a-42c6-bdbf-0ced2c3c0ec6,31,550,4762.55
31a8a4e7-a04d-4518-b76f-22dd3b4be521,58,894,-2542.88
05016c04-2e31-4380-9c00-fda93b97bdb1,15,236,-6591.48
5f17ce60-b88a-47e2-81ca-5c8b1aa5568c,14,1317,7014.35
dd4c006c-1be7-4aea-8fc7-648d7dea63cb,53,1041,4252.84
9268bf32-d32d-4b74-aa08-9e2dd706252b,56,490,-4423.64
5c3d1a61-f1d1-4b49-b173-cd6fef56721b,60,319,-7613.87
d2ad356c-fbed-4ed7-b7d2-2a338a490458,13,546,8007.27
e197478c-93b7-4a29-89dc-e00361af85a4,26,362,5622.25
4dc336ee-253f-4e2e-88a7-629f512d1a8b,3,271,5591.55
f8abd40e-5f0b-4ff2-8fbe-466991a8ac63,44,908,-3448.14
5cca9bd6-d1a6-495d-bce8-05b58a3af7f0,75,393,-8954.16
2df7723f-a285-4ffb-8992-d30ef1fef9d9,3,900,-8471.79
e43db757-4402-4147-986f-0a25d1c3daf2,41,1170,7630.15
3d085397-6f5c-499b-b79a-7d96e356590a,71,92,548.48
79bf3ca9-5771-4456-b888-460a5d7faf85,113,1249,-9518.89
767fa6b0-377b-4b6a-bbea-9a27f1951433,21,884,-3343.01
142d5217-5fe5-49e9-8b11-e9110d4ee2a9,2,507,-4380.14
3f3b9ca2-9416-4a74-8cf3-c381267f88e5,4,1094,9285.39
0c2bbf1b-230d-41fc-b667-119f7d237779,83,272,-6027.35
068bc9f2-4e16-4f71-8281-3d79ddf8f986,22,548,1336.28
acb499fb-e3c5-48d0-b9a2-f7fe411a028c,25,1310,1416.47
bb093b19-31e0-4532-85c0-be2ee84f95b1,109,1360,-7036.19
888bf208-d8d1-49fe-a345-b6bc86f79ee0,16,831,4651.27
a8be030a-fc3c-4333-b260-36e8e78d85c7,110,514,-5636.83
828d8698-90ae-4e44-90ee-6a667b21d38b,25,1183,7584.4
e17b947d-5714-419c-93e2-2acf501d9ac4,95,1031,7635.93
c7a409d9-3353-48a0-945d-3e0f3bb9398e,12,1054,-2369.84
a01b6cd4-573f-46be-b3a2-c18f9be62950,35,311,1668.03
b0aefaa0-fe30-4877-a5f4-5cd5722d0b63,88,1002,-3256.87
a7af9632-6942-4c81-a7f3-b85f4b8f8703,59,1087,-1229.39
9d0421a5-8b77-422a-8616-25eb4f0be945,99,715,-1785.86
d8e676fa-a144-4ad9-8e03-c94505425de4,32,1013,3959.83
9fc31654-5c7e-45f6-9b34-c568033c5edc,115,136,3358.75
43225907-75b9-4d68-9b8f-4178bfbf5801,90,912,-5446.25
adbb5517-e108-4db3-8e0d-ad6549e13998,92,1153,-7425.12
2197bcad-7c41-47e5-b6d3-20b9718ec9b8,75,1187,-1892.13
75d4dbfd-3ef3-44a0-9b8b-d5919621639e,18,1190,-7772.22
f0e06b2c-9d19-4632-968e-e351e6e9f525,61,378,8328.84
e072d0b7-6c2d-4330-8f22-a6a7b2802597,5,91,-8986.0
86a62073-1a18-471a-a6dd-f2a90a5cb3ee,103,486,-9364.32
dde59245-acfb-46fb-9e00-55b5e358de82,100,644,5595.2
95abb5d1-bf36-4787-a356-2dc33d88c6be,43,774,-7268.74
ae5e9cc0-ea1d-4f14-9d55-b0866c3af52d,60,499,5643.51
ec08ba14-818d-447f-b18e-4ab02f7102fc,48,117,6312.23
e69f8dca-0930-4fab-8ee3-be7c329c81a0,110,605,-1175.52
06f5aa76-2649-4d79-8951-29c71fae16d8,46,1079,2347.47
6a8d3f5e-e0bf-43d3-bf5c-a5bff5289f75,92,985,6447.12
e7103915-38b8-4132-82bd-bbe9635b4781,108,1006,-3093.38
02641c61-117a-47d4-bab9-a3fb11199286,51,1035,-4690.53
68831fcd-0172-4be7-bd66-3472a19b39f7,12,983,2554.64
316f78af-ba3f-4218-85cb-342e4b6bdd35,15,533,3926.78
4ee300dd-1fe1-48ea-a050-94a2f2f0dec8,82,879,4345.41
b4d2d120-25c2-46c5-b88a-b298adf96879,49,210,-8879.45
dbba56dd-b92f-4ae6-a11f-6d0f08a95545,76,132,-1413.93
8e139ec8-b7e8-4e91-88de-74af9947fc15,5,987,6165.7
8078f3ea-3389-4e17-a012-2b21b6047389,50,1223,-1327.28
bafa470f-979c-4639-b507-caafc1eebd3c,71,65,6241.3
7ba27df5-74f3-46d6-9f45-4be35f952a3b,9,637,-9901.11
5b26c41e-1cdd-49b1-b749-977d4671769d,71,30,-3346.03
ddbb49d3-1641-4864-9bcf-5451a3603404,1,270,-7929.77
f2dc8d85-206e-4fc9-9e0d-bcd9ae7d4f9a,25,365,1467.43
3dde8559-2de0-4a46-ad20-ca1ef609fdb6,1,1324,-7195.94
ac9e4d08-16d0-43ec-a7e0-f6337eaec33a,2,704,3559.02
87d1178a-cab2-4e54-84c8-590511b9f3e0,38,1179,-6981.82
f36d492e-e9c8-4aa9-aece-c72296d75e63,83,569,-8220.14
7b2dbb3e-9b5f-4254-a4fb-1d628cfcf6fc,15,612,8497.33
f55d10be-bcb6-42a2-aad1-91d50aab1f15,55,9,3352.8
58de9f7a-9ca8-45f4-930f-d78f8a3a5712,46,1318,-3294.45
1c125705-7831-4b98-910c-5959576d05cf,21,937,-8886.61
f6dce198-f744-41ea-acee-3284bf5cdc2f,21,1052,2317.67
a38716a8-e24c-4088-a78b-72cea4037b10,10,679,9491.03
8d4d5cb7-b574-4ca6-9561-4540b36c17d8,105,66,8822.53
66698d13-5826-4436-9ce1-df20127fc968,18,1310,-6320.25
97591f52-10a4-49ee-a982-f3fb762c5f3f,70,1172,-8331.45
b01ca415-871e-4dcd-8468-61eefb9f5897,81,860,-4025.26
1c0ebfc5-b7ee-4e44-b25d-f424c02d8d92,3,1185,2290.87
b5d1c0cd-cf1f-4303-8dc4-b43539e0c9b5,75,1244,-9799.13
6e780b21-b1dd-4702-bd51-3008b405451f,30,1163,2343.3
c6692db8-e731-4a3e-9037-7ed6a60d37f3,71,610,-5815.79
fed7f7f3-0b1f-4240-a2a1-ebef10f6c117,13,1024,6808.48
cba95100-d1d3-4393-a9d0-0c506045294d,5,1216,8543.33
47339a54-6c2f-4655-abfd-df2d39b697f6,54,1231,8495.9
3c57791b-b55c-4194-a918-bfd285366ab3,73,1343,-1974.17
2649517b-1367-4357-9b69-17c2ec031742,65,1030,1246.57
3259a635-2911-4ce2-b1f7-157d0bdde5af,43,676,-5282.34
f326ef75-8929-490c-8b81-731167351851,39,1235,2908.09
93c4e319-27c2-470a-a4b1-45fafd8cf14c,83,156,9922.38
4a893cf2-a28a-4074-a9cd-2cf22d1710d4,28,675,2983.79
32edebf0-8505-4869-9d89-2dc8ff902829,99,555,-97.09
b0d8f003-f2b6-42ae-bb02-f432d3d08af6,67,1007,-4647.09
bf3bf88e-e491-4f75-ac3b-a987095f550f,111,295,-390.46
20c44504-5824-40b1-bf67-ff4194c83788,105,99,-3698.25
69e8f947-3f49-4ba0-a488-1815ffe1c917,60,1089,-4779.77
18a26302-a8f7-4ecf-ab52-58cd0f5edc72,113,1084,-6364.4
15cca128-331e-4a24-ac2c-36ec2fd94443,64,419,-5546.83
23f05ec7-70ae-4d20-bf47-009f6bbe0f0a,62,559,2560.8
2095f724-1db9-43b1-a20e-8b2eca25b75e,95,1072,1314.06
092f6b02-a52a-4a27-a76b-f781dc9a341d,96,1310,8009.17
4d108139-0473-4148-98de-73acfbd2a8ae,105,421,-1296.38
af4b34bf-3380-4fdb-a78c-6f1e4e7b29f7,23,1109,930.78
b7fc7afe-cbfa-440e-b133-747210f500b6,52,758,-5060.35
975e2e88-51d8-4c35-87cd-01020981eff1,76,954,6664.42
4bb6bc69-3a51-4de1-a7e7-b644e8da595e,12,538,381.04
9878086c-4e6c-4967-bd47-b0490c16415b,67,677,-6714.24
d33dabfb-8353-451f-85d2-e323b0753d53,78,86,-8485.34
8504d31f-c8fd-4b8b-b593-fc65f16eead6,6,181,6636.36
431047fd-1ad0-4b4c-80c6-f32a16967b45,45,503,8001.03
3f20fba2-7ca7-4004-a2ca-b2df57f05665,82,210,2204.54
78bbb291-bbdb-4790-a012-3e7acd83deef,87,990,4596.51
e7410ca8-4261-47ae-a726-6c329adbf402,101,380,9193.43
2f670ace-ddf0-4d45-a60a-f8f2772aa44d,69,1241,-7491.37
9da896c3-a639-4900-a1f7-79d30b2d2d53,65,103,-8684.03
b6471a63-010c-458f-91b5-8f2d89a98087,103,778,2441.03
4b614b5b-c4bd-4d1a-88aa-d41d381094a8,31,1350,8767.05
46fd85a3-db92-4ccf-85d9-8a4b83863cfa,72,264,-6517.14
46743689-d660-4061-989a-8291827cb8b2,68,1328,9031.84
2d353e8d-748a-432c-ba93-b2de891ab794,69,549,-3780.01
6c2d6eee-1063-4183-ae96-06e7ec003b0a,60,948,8298.33
7f47901b-23f3-4fe2-af1d-753bf747763e,57,685,-8528.9
2f2d7f0d-27ee-443d-b80d-36c002618bbe,66,1200,9000.04
d59b24a2-d08a-41dc-a5d9-d8b131c8dd57,50,622,-3154.02
ff380ab4-c6fc-4013-b76d-22530857c3b2,12,373,-5887.99
13532c2a-9211-4fa9-b3d0-102e3e01d886,57,539,-5301.22
2f0c21b1-8cde-47ee-b648-634677919025,27,1126,2188.07
3957e077-d0ea-463b-90f3-752886bdc175,94,870,7367.98
7872b98a-f563-4e52-985d-7a5d602615f3,85,926,-8531.63
d7c18a0a-df26-4e57-b215-25dd8d795001,28,739,-429.4
234d07c9-0bfa-4aef-acab-30d680b895c2,112,1147,-6025.26
3b18ee16-e640-4230-a7ff-3085188d204e,3,895,-218.24
9034a482-97c8-4f6a-92cc-a0ac2fc5d1d8,45,669,-9779.72
61d6709c-451a-40d5-acf5-626033f886db,91,605,-8500.21
18cfcd26-ab97-424e-a705-be82f2b8b10f,75,1025,7315.15
5de788aa-f4d7-4dde-96a3-b6b7a0d3f544,23,1251,-8159.65
221d31ea-3195-4565-b7ff-c7dac9abd25b,57,1352,6072.73
74f72129-16a2-4997-b6d9-648708c53dd9,30,434,8960.56
3e4fe9e1-c27d-41ce-8486-5bb1820b7e39,59,328,-9015.59
4ce15f9f-90fd-4b78-a45e-ea475a733206,111,339,-7683.68
3579c5b3-8a25-460b-b3dd-3d23d7c9c525,26,150,1000.64
0c5ef9b0-7b4f-4b18-aea4-1cf06c2949aa,27,21,8479.31
1edefa90-740c-41a1-a1ae-8d48a5a482d7,106,595,215.45
2ac34797-5dab-483b-bfca-d50c66cd5301,73,539,2497.07
94f197e2-e925-4f0d-9927-2b02a9fc61d3,59,467,9315.53
c2292fac-abba-46ff-b906-7cffe4fff440,78,218,-1490.48
a71531fa-90ca-423b-81ff-14f1b5800e32,72,992,1937.22
55b8e46d-84bd-4ebc-b0ca-f25e1016a594,24,211,-7338.23
90d9ad9c-aa29-41a0-b9ba-e0464aa9adef,44,415,833.5
8cab25a4-9f6e-4c99-b4b4-8053487ef8d7,72,286,7761.7
5d10ec48-8215-48e2-bc20-83146e122fef,56,807,6553.31
0b2c534a-3ed2-44b6-82de-d4b3246efdca,8,652,8641.16
b1582cee-68e9-40c3-9550-17e270cb8639,2,266,-9832.03
223f749b-6b0a-4b44-850e-b5724fa628f9,22,562,5436.0
04efe0d3-b60e-4037-a9b7-dfaad14789dc,91,748,-9827.47
440e8ad4-351c-4079-9b3a-91b03d96e0af,3,75,-3003.04
4252584d-c57e-41ac-993e-f509d5bc7283,110,1230,1065.64
fd8622a5-870b-4934-a8a6-3a2d8ad94a2f,41,494,-1643.9
7f0c7392-a56c-45e6-9e89-33cdefcb2b3f,96,655,2763.8
029ce884-ffee-484e-917f-510779508f4d,1,1332,3266.65
23fb9c8c-a03d-4d1e-8696-698c5d628c30,18,710,4915.46
5d7b23de-2d93-4876-aa01-374a825d90ad,26,1271,-4873.74
a019f27f-4374-4833-89d0-30601f953705,68,544,8816.73
a5f9ed53-b9e4-4590-8fa8-574430a4e628,78,1082,6968.51
a6d08569-82ae-4237-afbf-542ccb9c8524,84,1078,-6414.55
83449fd3-4e06-498a-929d-1341b91224bf,67,688,-7462.15
7e0dafd1-8771-4819-b7ba-d5ff108f454e,5,1012,-9816.7
106c5ba6-9097-4b51-8c0f-b3bbf6164c96,115,135,-6539.67
6cd964a6-5d00-4863-8bd7-73fad2637a52,90,1113,-5826.92
93673e7f-341e-4fd4-b689-ec158d0a1092,42,1260,-1752.09
0e8206fc-587e-4a48-ac10-889a2e13869a,12,342,4327.76
1b0d2cd5-faef-4bcc-bacf-93de4893096a,82,1317,-1723.14
b7c11bba-9211-4b0a-89da-0a17da0a79b4,65,1122,1376.53
dda12f90-d6b7-451a-a577-8ea15494c32a,79,61,3157.1
8c7202b5-f25a-4dea-889b-af8078ab541d,55,91,4875.45
ed3a49b8-df5e-4456-95f0-412e917a96e1,82,973,9326.74
126bc3d0-574a-42a3-bc12-c32fd0a6101b,43,109,6913.08
b5a561ea-a5f6-4fdb-94f1-2040d6ab239f,41,35,5149.99
e35c55d3-e817-4bc8-8309-ddaf28fd7aa2,102,395,1652.49
bfb9b518-69b1-41dd-b408-dd1a52589112,95,68,1289.2
8d2f2745-73f5-42f5-96b3-a1eb56c4819b,9,316,597.62
0cacd6af-7e41-4d4d-8c09-1d958981505e,47,517,2943.44
7e197021-2828-40bb-873f-61db03c0573d,66,981,7553.3
bf151c7e-2fbb-4fde-8a3c-a503d220eab1,73,179,-9502.31
4eaa7b09-e571-4a7f-bbf1-f0939ff8416a,67,915,911.58
50638896-cdd3-4073-9deb-28538198e5bc,104,1034,8703.35
503100eb-3d8c-4c4d-92b3-c5a517b54af0,13,338,4161.67
c6ea42eb-27f3-4986-8b4f-1e0dfa9627fe,7,774,-3770.31
51ded703-dae1-469f-b38c-5b1fcb3991b6,4,491,-7145.98
7221a873-bc32-40e8-8a19-5af3b4226128,71,225,-8744.86
8cf14709-fc58-444b-9374-18fe19000195,20,420,7734.82
7ebb9712-52ed-483e-b7d7-7d5dfee6558a,32,176,8876.58
e285e210-69d5-492b-a8a2-befde66d9e41,95,797,3467.83
f5e7e5f4-8b09-4ecb-8b60-8d841c6b1b0d,12,14,-1626.17
5a489563-1c24-473b-870d-d6cac953ea35,41,270,4798.37
92db37f2-5227-4c39-8e02-b886d93bcf2c,12,949,-3277.48
